timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2021-01-29,23233.0,23495.0,23152.0,23185.0,23185.0,26806,0.0,1.0
2021-01-28,23319.0,23753.9609,23163.0,23683.5,23683.5,35776,0.0,1.0
2021-01-27,24120.0,24167.0,23580.0,23733.0,23733.0,24165,0.0,1.0
2021-01-26,24114.0,24151.0,23983.0,24031.0,24031.0,23486,0.0,1.0
2021-01-25,24039.0,24280.042999999998,23546.0,23903.5,23903.5,31530,0.0,1.0
2021-01-22,23900.0,24003.1191,23836.1055,23912.0,23912.0,10445,0.0,1.0
2021-01-21,23950.0,23950.0,23730.0,23852.0,23852.0,24798,0.0,1.0
2021-01-20,23379.0,23788.0,23318.0,23766.0,23766.0,18549,0.0,1.0
2021-01-19,23242.291,23331.0,23119.0,23137.0,23137.0,11506,0.0,1.0
2021-01-18,23074.0,23153.0,23068.0,23092.5,23092.5,7362,0.0,1.0
2021-01-15,23080.0,23242.0,22984.248,23149.5,23149.5,23716,0.0,1.0
2021-01-14,23236.0,23330.8906,23169.0,23240.0,23240.0,22181,0.0,1.0
2021-01-13,23144.0,23322.0,22982.0,23322.0,23322.0,14069,0.0,1.0
2021-01-12,23365.0,23434.0,23141.0,23198.5,23198.5,14493,0.0,1.0
2021-01-11,23694.0,23734.0,23435.0801,23535.0,23535.0,22287,0.0,1.0
2021-01-08,23407.0,23537.7402,23262.0,23480.0,23480.0,17659,0.0,1.0
2021-01-07,22922.0,23320.0,22792.0,23293.5,23293.5,19327,0.0,1.0
2021-01-06,22535.0,23059.3809,22410.0,23031.0,23031.0,21928,0.0,1.0
2021-01-05,22813.0,23012.0,22770.0,22902.5,22902.5,31706,0.0,1.0
2021-01-04,23142.0,23271.0,22881.0,22910.0,22910.0,34150,0.0,1.0
2020-12-31,23041.0,23082.0,22973.0,23040.0,23040.0,10682,0.0,1.0
2020-12-30,23323.0,23342.0,23095.32,23153.5,23153.5,13671,0.0,1.0
2020-12-29,23376.0,23418.5999,23274.4001,23320.5,23320.5,18731,0.0,1.0
2020-12-24,22861.0,22892.7,22680.4001,22824.5,22824.5,5587,0.0,1.0
2020-12-23,23179.0,23247.0,22889.0,22988.0,22988.0,10629,0.0,1.0
2020-12-22,23100.0,23402.801,23081.0,23211.0,23211.0,20063,0.0,1.0
2020-12-21,23441.0,23505.0,22926.0,23046.0,23046.0,34856,0.0,1.0
2020-12-18,23024.0,23155.2,22989.0,23010.5,23010.5,25313,0.0,1.0
2020-12-17,22948.0,22967.0,22857.35,22888.0,22888.0,19335,0.0,1.0
2020-12-16,22929.0,22948.0,22751.9001,22903.5,22903.5,27840,0.0,1.0
2020-12-15,22909.0,23030.8,22695.0,22737.5,22737.5,22649,0.0,1.0
2020-12-14,22719.0,23018.1,22615.0,23003.0,23003.0,28048,0.0,1.0
2020-12-11,22767.0,22966.0,22739.0,22739.0,22739.0,18562,0.0,1.0
2020-12-10,22654.0,22920.0,22493.0,22899.0,22899.0,20807,0.0,1.0
2020-12-09,23150.0,23196.0,22956.16,23061.0,23061.0,15210,0.0,1.0
2020-12-08,23062.0,23140.0,22989.0,23031.0,23031.0,9818,0.0,1.0
2020-12-07,22938.0,23200.8401,22887.0,23108.0,23108.0,14042,0.0,1.0
2020-12-04,22746.0,22848.0,22551.8799,22743.0,22743.0,16472,0.0,1.0
2020-12-03,22841.0,22853.0,22619.0,22672.0,22672.0,25078,0.0,1.0
2020-12-02,22756.0,22863.02,22672.0,22829.0,22829.0,19857,0.0,1.0
2020-12-01,22651.0,22778.0,22583.56,22667.0,22667.0,22836,0.0,1.0
2020-11-30,22431.0,22590.0,22250.0,22317.0,22317.0,25609,0.0,1.0
2020-11-27,22334.0,22582.3,22323.8401,22579.5,22579.5,12877,0.0,1.0
2020-11-26,22339.0,22427.0,22296.0,22409.0,22409.0,13147,0.0,1.0
2020-11-25,22212.0,22292.1599,22131.0,22166.5,22166.5,26738,0.0,1.0
2020-11-24,21971.0,22056.0,21851.0,22033.0,22033.0,33553,0.0,1.0
2020-11-23,21955.0,22006.0,21785.0,21785.0,21785.0,23691,0.0,1.0
2020-11-20,22119.0,22154.0,22056.0,22110.5,22110.5,13680,0.0,1.0
2020-11-19,21973.0,22118.0,21774.0,22118.0,22118.0,21990,0.0,1.0
