timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2021-01-29,5822.0,5946.44,5794.76,5864.0,5864.0,47163,0.0,1.0
2021-01-28,5951.0,6055.0,5825.0,5829.0,5829.0,29961,0.0,1.0
2021-01-27,5967.0,6018.0,5833.0,5989.5,5989.5,18962,0.0,1.0
2021-01-26,5967.0,6013.0,5928.0,5949.5,5949.5,15542,0.0,1.0
2021-01-25,5979.0,6113.733,5928.0,5967.0,5967.0,14574,0.0,1.0
2021-01-22,5883.0,5888.0,5844.134,5884.5,5884.5,3680,0.0,1.0
2021-01-21,5959.0,5976.0,5900.0,5908.0,5908.0,8416,0.0,1.0
2021-01-20,5937.0,6021.0,5921.0,5980.5,5980.5,7845,0.0,1.0
2021-01-19,5981.0,5999.68,5950.86,5962.5,5962.5,4984,0.0,1.0
2021-01-18,5952.0,5972.7880000000005,5928.889,5966.5,5966.5,10754,0.0,1.0
2021-01-15,5960.0,5989.9899,5876.78,5918.0,5918.0,24418,0.0,1.0
2021-01-14,5910.0,6007.0,5892.2121,5982.0,5982.0,8057,22.4578,1.0
2021-01-13,5922.0,5949.0,5901.0,5912.5,5912.5,4642,0.0,1.0
2021-01-12,5910.0,5942.0,5886.81,5936.5,5936.5,2547,0.0,1.0
2021-01-11,5823.0,5906.0,5801.698,5889.0,5889.0,7586,0.0,1.0
2021-01-08,5904.0,5929.081,5860.0,5860.0,5837.7416,59447,0.0,1.0
2021-01-07,5883.0,5909.0,5807.7880000000005,5887.0,5864.6391,16540,0.0,1.0
2021-01-06,5601.0,5790.0,5601.0,5790.0,5768.0075,4327,0.0,1.0
2021-01-05,5455.0,5512.0,5434.215,5512.0,5491.0635,3226,0.0,1.0
2021-01-04,5494.0,5509.384,5413.0,5430.0,5409.3749,1682,0.0,1.0
2020-12-31,5435.0,5447.384,5435.0,5447.384,5426.6929,416,0.0,1.0
2020-12-30,5457.0,5501.0,5457.0,5490.5,5469.6451,1570,0.0,1.0
2020-12-29,5591.0,5592.687,5470.134,5472.5,5451.7135,3784,0.0,1.0
2020-12-24,5533.0,5536.0,5521.374,5525.5,5504.5122,1920,0.0,1.0
2020-12-23,5535.0,5549.0,5509.025,5549.0,5527.9229,3113,0.0,1.0
2020-12-22,5494.0,5548.0,5487.384,5543.5,5522.4438,4389,0.0,1.0
2020-12-21,5517.0,5518.0,5379.0,5483.5,5462.6717,10146,0.0,1.0
2020-12-18,5556.0,5564.0,5512.090999999999,5543.0,5521.9457,19129,0.0,1.0
2020-12-17,5494.0,5494.0,5427.0,5452.5,5431.7895,7663,0.0,1.0
2020-12-16,5500.0,5519.648,5471.0,5483.0,5462.1736,3080,0.0,1.0
2020-12-15,5476.0,5476.0,5435.0,5441.0,5420.3331,8211,0.0,1.0
2020-12-14,5460.0,5489.0,5455.687,5467.0,5446.2344,7430,0.0,1.0
2020-12-11,5480.0,5526.293000000001,5480.0,5486.0,5465.1622,3765,0.0,1.0
2020-12-10,5491.0,5503.566999999999,5427.0,5477.0,5456.1964,62915,0.0,1.0
2020-12-09,5457.0,5487.0,5433.0,5469.0,5448.2268,36355,0.0,1.0
2020-12-08,5398.0,5427.0,5375.0,5409.0,5388.4547,5690,0.0,1.0
2020-12-07,5414.0,5433.293000000001,5400.0,5412.5,5391.9414,7320,0.0,1.0
2020-12-04,5273.81,5319.566999999999,5256.7880000000005,5319.566999999999,5299.3614,1570,0.0,1.0
2020-12-03,5236.0,5271.0,5218.648,5269.0,5248.9865,18945,0.0,1.0
2020-12-02,5223.0,5247.293000000001,5222.0,5244.5,5224.5795,3807,0.0,1.0
2020-12-01,5228.0,5272.0,5214.0,5214.0,5194.1954,66591,0.0,1.0
2020-11-30,5252.0,5276.519,5211.0,5216.5,5196.6859,6734,0.0,1.0
2020-11-27,5282.0,5313.0,5250.0,5275.0,5254.9637,4445,0.0,1.0
2020-11-26,5293.0,5300.090999999999,5284.0,5288.0,5267.9143,4177,0.0,1.0
2020-11-25,5347.0,5357.869000000001,5258.891,5278.5,5258.4504,12347,0.0,1.0
2020-11-24,5295.0,5332.293000000001,5293.0,5329.5,5309.2567,11909,0.0,1.0
2020-11-23,5135.0,5216.0,5125.130999999999,5211.0,5191.2068,4673,0.0,1.0
2020-11-20,5116.0,5123.891,5099.394,5101.0,5081.6246,2257,0.0,1.0
2020-11-19,5129.0,5129.0,5101.0,5101.0,5081.6246,2111,0.0,1.0
2020-11-18,5163.0,5205.215,5140.0,5192.5,5172.777,4659,0.0,1.0
2020-11-17,5153.0,5154.0,5052.891,5119.5,5100.0543,5133,0.0,1.0
2020-11-16,5060.0,5185.0,5060.0,5162.0,5142.3929,38000,0.0,1.0
2020-11-13,4933.0,5018.0,4921.933,4993.0,4974.0348,10001,0.0,1.0
2020-11-12,4972.0,5006.152,4933.0,4969.0,4950.126,16433,0.0,1.0
2020-11-11,5012.0,5065.0,4968.0,4983.0,4964.0728,15599,0.0,1.0
2020-11-10,4990.0,5005.648,4930.0,4990.0,4971.0462,13110,0.0,1.0
2020-11-09,4760.0,5075.96,4752.0,5001.5,4982.5025,6560,0.0,1.0
2020-11-06,4738.0,4773.99,4702.394,4705.0,4687.1287,4817,0.0,1.0
2020-11-05,4666.0,4773.485,4659.0,4758.5,4740.4255,10742,0.0,1.0
2020-11-04,4591.0,4710.0,4560.483,4704.0,4686.1325,4597,0.0,1.0
2020-11-03,4671.0,4695.0,4637.874,4659.5,4641.8016,10500,0.0,1.0
2020-11-02,4541.0,4615.0,4536.0,4605.5,4588.0067,12435,0.0,1.0
2020-10-30,4513.0,4565.0,4499.0,4535.5,4518.2726,40758,0.0,1.0
2020-10-29,4509.0,4555.0,4478.0,4545.5,4528.2346,9438,0.0,1.0
2020-10-28,4529.0,4560.0,4494.0,4519.5,4502.3333,19385,0.0,1.0
2020-10-27,4685.0,4685.0,4625.0,4625.0,4607.4326,1548,0.0,1.0
2020-10-26,4695.0,4712.352,4660.567,4660.567,4642.8645,1280,0.0,1.0
2020-10-23,4749.0,4772.0,4722.0779999999995,4757.0,4738.9312,3255,0.0,1.0
2020-10-22,4636.0,4700.0,4636.0,4694.5,4676.6686,6613,0.0,1.0
2020-10-21,4703.0,4703.0,4638.0,4648.0,4630.3452,1324,0.0,1.0
2020-10-20,4743.0,4750.293,4721.0,4746.5,4728.4711,732,0.0,1.0
2020-10-19,4779.0,4779.0,4737.0,4753.5,4735.4445,2613,0.0,1.0
2020-10-16,4797.0,4806.0,4765.0,4790.5,4772.304,3086,0.0,1.0
2020-10-15,4704.0,4729.0,4662.0,4722.5,4704.5623,1495,0.0,1.0
2020-10-14,4776.0,4783.0,4703.0,4729.0,4711.0376,10515,0.0,1.0
2020-10-13,4706.0,4745.0,4706.0,4720.0,4702.0718,3230,0.0,1.0
2020-10-12,4749.0,4754.0,4722.592000000001,4743.0,4724.9844,8172,0.0,1.0
2020-10-09,4765.0,4784.0,4750.0779999999995,4750.0779999999995,4732.0355,3023,0.0,1.0
2020-10-08,4711.0,4731.0,4697.486,4714.5,4696.5927,5593,0.0,1.0
2020-10-07,4661.0,4705.0,4650.486,4659.5,4641.8016,2317,0.0,1.0
2020-10-06,4591.0,4643.0,4569.0,4643.0,4625.3642,4638,0.0,1.0
2020-10-05,4539.0,4562.0,4521.0,4562.0,4544.6719,2804,0.0,1.0
2020-10-02,4418.0,4447.0,4368.0,4447.0,4430.1087,12055,0.0,1.0
2020-10-01,4463.0,4482.0,4414.0,4430.5,4413.6714,4696,0.0,1.0
2020-09-30,4401.0,4473.0,4390.0,4441.5,4424.6296,11663,0.0,1.0
2020-09-29,4418.0,4446.0,4418.0,4418.0,4401.2189,3120,0.0,1.0
2020-09-28,4377.0,4456.0,4356.0,4445.5,4428.6144,8349,0.0,1.0
2020-09-25,4321.0,4346.0,4290.727,4340.5,4324.0132,15855,0.0,1.0
2020-09-24,4317.0,4325.0,4257.0,4308.5,4292.1348,4826,0.0,1.0
2020-09-23,4440.0,4458.0,4403.0,4403.5,4386.7739,5832,0.0,1.0
2020-09-22,4378.0,4408.0,4351.306,4372.5,4355.8917,9103,0.0,1.0
2020-09-21,4431.0,4440.0,4344.0,4349.5,4332.9791,23541,0.0,1.0
2020-09-18,4487.0,4537.0,4473.0,4517.5,4500.3409,4027,0.0,1.0
2020-09-17,4472.0,4510.0,4464.0,4510.0,4492.8694,3587,0.0,1.0
2020-09-16,4548.0,4548.0,4540.357,4547.5,4530.227,3775,0.0,1.0
2020-09-15,4549.0,4575.0,4526.306,4564.5,4547.1624,14307,0.0,1.0
2020-09-14,4526.0,4530.0,4493.0,4505.5,4488.3865,3228,0.0,1.0
2020-09-11,4554.0,4554.0,4513.0,4521.0,4503.8276,9842,0.0,1.0
